Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths
2020/10/10 05:00:00+00,Southern Health-Santé Sud,13,391,41,339,11
2020/10/10 05:00:00+00,Winnipeg,102,1489,651,821,17
2020/10/11 05:00:00+00,All,90,2752,847,1871,34
2020/10/11 05:00:00+00,Interlake-Eastern,7,228,64,163,1
2020/10/11 05:00:00+00,Northern,0,25,6,19,0
2020/10/11 05:00:00+00,Prairie Mountain Health,2,538,20,514,4
2020/10/11 05:00:00+00,Southern Health-Santé Sud,7,398,46,341,11
2020/10/11 05:00:00+00,Winnipeg,74,1563,711,834,18
2020/10/12 05:00:00+00,All,67,2819,878,1905,36
2020/10/12 05:00:00+00,Interlake-Eastern,14,242,70,171,1
2020/10/12 05:00:00+00,Northern,0,25,6,19,0
2020/10/12 05:00:00+00,Prairie Mountain Health,3,541,19,518,4
2020/10/12 05:00:00+00,Southern Health-Santé Sud,9,407,50,345,12
2020/10/12 05:00:00+00,Winnipeg,41,1604,733,852,19
2020/10/13 05:00:00+00,All,127,2946,956,1952,38
2020/10/13 05:00:00+00,Interlake-Eastern,3,245,55,189,1
2020/10/13 05:00:00+00,Northern,3,28,7,21,0
2020/10/13 05:00:00+00,Prairie Mountain Health,2,543,20,519,4
2020/10/13 05:00:00+00,Southern Health-Santé Sud,11,418,55,350,13
2020/10/13 05:00:00+00,Winnipeg,108,1712,819,873,20
2020/10/14 05:00:00+00,Interlake-Eastern,5,250,53,196,1
2020/10/14 05:00:00+00,Northern,4,32,8,24,0
2020/10/14 05:00:00+00,Prairie Mountain Health,8,551,25,522,4
2020/10/14 05:00:00+00,Southern Health-Santé Sud,21,439,68,358,13
2020/10/14 05:00:00+00,Winnipeg,122,1834,919,895,20
2020/10/14 05:00:00+00,All,160,3106,1073,1995,38
2020/10/15 05:00:00+00,Interlake-Eastern,7,257,55,201,1
2020/10/15 05:00:00+00,Northern,2,34,6,28,0
2020/10/15 05:00:00+00,Prairie Mountain Health,0,551,21,526,4
2020/10/15 05:00:00+00,Southern Health-Santé Sud,3,442,65,364,13
2020/10/15 05:00:00+00,Winnipeg,64,1898,966,912,20
2020/10/15 05:00:00+00,All,76,3182,1113,2031,38
2020/10/16 05:00:00+00,All,106,3288,1182,2066,40
2020/10/16 05:00:00+00,Interlake-Eastern,8,265,61,203,1
2020/10/16 05:00:00+00,Northern,8,42,14,28,0
2020/10/16 05:00:00+00,Prairie Mountain Health,7,558,26,528,4
2020/10/16 05:00:00+00,Southern Health-Santé Sud,10,452,64,375,13
2020/10/16 05:00:00+00,Winnipeg,73,1971,1017,932,22
2020/10/17 05:00:00+00,All,35,3323,1168,2113,42
2020/10/17 05:00:00+00,Interlake-Eastern,1,266,59,206,1
2020/10/17 05:00:00+00,Northern,5,47,13,34,0
2020/10/17 05:00:00+00,Prairie Mountain Health,2,560,23,533,4
2020/10/17 05:00:00+00,Southern Health-Santé Sud,7,459,65,381,13
2020/10/17 05:00:00+00,Winnipeg,20,1991,1008,959,24
2020/10/18 05:00:00+00,All,68,3391,1215,2133,43
2020/10/18 05:00:00+00,Interlake-Eastern,4,270,61,208,1
2020/10/18 05:00:00+00,Northern,4,51,14,37,0
2020/10/18 05:00:00+00,Prairie Mountain Health,5,565,26,535,4
2020/10/18 05:00:00+00,Southern Health-Santé Sud,10,469,69,387,13
2020/10/18 05:00:00+00,Winnipeg,45,2036,1045,966,25
2020/10/19 05:00:00+00,Interlake-Eastern,3,273,52,220,1
2020/10/19 05:00:00+00,Northern,7,58,19,39,0
2020/10/19 05:00:00+00,Prairie Mountain Health,1,566,23,539,4
2020/10/19 05:00:00+00,Southern Health-Santé Sud,15,484,76,395,13
2020/10/19 05:00:00+00,Winnipeg,110,2146,1118,1003,25
2020/10/19 05:00:00+00,All,136,3527,1288,2196,43
2020/10/20 05:00:00+00,All,168,3695,1390,2259,46
2020/10/20 05:00:00+00,Interlake-Eastern,20,293,52,239,2
2020/10/20 05:00:00+00,Northern,5,63,23,40,0
2020/10/20 05:00:00+00,Prairie Mountain Health,4,570,26,540,4
2020/10/20 05:00:00+00,Southern Health-Santé Sud,21,505,92,400,13
2020/10/20 05:00:00+00,Winnipeg,118,2264,1197,1040,27
2020/10/21 05:00:00+00,All,160,3855,1479,2327,49
2020/10/21 05:00:00+00,Interlake-Eastern,9,302,53,247,2
2020/10/21 05:00:00+00,Northern,12,75,28,47,0
2020/10/21 05:00:00+00,Prairie Mountain Health,3,573,24,545,4
2020/10/21 05:00:00+00,Southern Health-Santé Sud,31,536,101,422,13
2020/10/21 05:00:00+00,Winnipeg,105,2369,1273,1066,30
2020/10/22 05:00:00+00,All,178,4033,1567,2416,50
2020/10/22 05:00:00+00,Interlake-Eastern,10,312,49,261,2
2020/10/22 05:00:00+00,Northern,10,85,35,50,0
2020/10/22 05:00:00+00,Prairie Mountain Health,4,577,27,546,4
2020/10/22 05:00:00+00,Southern Health-Santé Sud,26,562,120,429,13
2020/10/22 05:00:00+00,Winnipeg,128,2497,1336,1130,31
2020/10/23 05:00:00+00,All,164,4197,1619,2526,52
2020/10/23 05:00:00+00,Interlake-Eastern,12,324,40,282,2
2020/10/23 05:00:00+00,Northern,12,97,36,61,0
2020/10/23 05:00:00+00,Prairie Mountain Health,8,585,32,549,4
2020/10/23 05:00:00+00,Southern Health-Santé Sud,26,588,138,437,13
2020/10/23 05:00:00+00,Winnipeg,106,2603,1373,1197,33
2020/10/24 05:00:00+00,All,164,4361,1729,2578,54
2020/10/24 05:00:00+00,Interlake-Eastern,9,333,34,297,2
2020/10/24 05:00:00+00,Northern,8,105,38,67,0
2020/10/24 05:00:00+00,Prairie Mountain Health,3,588,32,552,4
2020/10/24 05:00:00+00,Southern Health-Santé Sud,22,610,155,442,13
2020/10/24 05:00:00+00,Winnipeg,122,2725,1470,1220,35
2020/10/25 05:00:00+00,All,126,4487,1797,2633,57
2020/10/25 05:00:00+00,Interlake-Eastern,10,343,33,308,2
2020/10/25 05:00:00+00,Northern,12,117,44,73,0
2020/10/25 05:00:00+00,Prairie Mountain Health,5,593,34,555,4
2020/10/25 05:00:00+00,Southern Health-Santé Sud,8,618,151,454,13
2020/10/25 05:00:00+00,Winnipeg,91,2816,1535,1243,38
2020/10/26 05:00:00+00,All,200,4687,1924,2705,58
2020/10/26 05:00:00+00,Interlake-Eastern,18,361,41,318,2
2020/10/26 05:00:00+00,Northern,11,128,46,82,0
2020/10/26 05:00:00+00,Prairie Mountain Health,1,594,31,559,4
2020/10/26 05:00:00+00,Southern Health-Santé Sud,25,643,164,466,13
2020/10/26 05:00:00+00,Winnipeg,145,2961,1642,1280,39
2020/10/27 05:00:00+00,All,174,4861,2006,2792,63
2020/10/27 05:00:00+00,Interlake-Eastern,12,373,38,331,4
2020/10/27 05:00:00+00,Northern,5,133,40,93,0
2020/10/27 05:00:00+00,Prairie Mountain Health,5,599,28,567,4
2020/10/27 05:00:00+00,Southern Health-Santé Sud,17,660,160,487,13
2020/10/27 05:00:00+00,Winnipeg,135,3096,1740,1314,42
2020/10/28 05:00:00+00,All,289,5150,2156,2929,65
2020/10/28 05:00:00+00,Interlake-Eastern,28,401,56,341,4
2020/10/28 05:00:00+00,Northern,11,144,41,103,0
2020/10/28 05:00:00+00,Prairie Mountain Health,3,602,27,571,4
2020/10/28 05:00:00+00,Southern Health-Santé Sud,62,722,199,509,14
2020/10/28 05:00:00+00,Winnipeg,185,3281,1833,1405,43
2020/10/29 05:00:00+00,All,373,5523,2418,3039,66
2020/10/29 05:00:00+00,Interlake-Eastern,38,439,70,365,4
2020/10/29 05:00:00+00,Northern,28,172,60,112,0
2020/10/29 05:00:00+00,Prairie Mountain Health,15,617,41,572,4
2020/10/29 05:00:00+00,Southern Health-Santé Sud,64,786,241,531,14
2020/10/29 05:00:00+00,Winnipeg,228,3509,2006,1459,44
2020/10/30 05:00:00+00,All,231,5754,2553,3129,72
2020/10/30 05:00:00+00,Interlake-Eastern,25,464,78,381,5
2020/10/30 05:00:00+00,Northern,26,198,74,124,0
2020/10/30 05:00:00+00,Prairie Mountain Health,9,626,49,573,4
2020/10/30 05:00:00+00,Southern Health-Santé Sud,23,809,244,551,14
2020/10/30 05:00:00+00,Winnipeg,148,3657,2108,1500,49
2020/10/31 05:00:00+00,All,402,6156,2884,3191,81
2020/10/31 05:00:00+00,Interlake-Eastern,34,498,105,388,5
2020/10/31 05:00:00+00,Northern,17,215,84,131,0
2020/10/31 05:00:00+00,Prairie Mountain Health,6,632,49,579,4
2020/10/31 05:00:00+00,Southern Health-Santé Sud,50,859,283,561,15
2020/10/31 05:00:00+00,Winnipeg,295,3952,2363,1532,57
2020/11/01 05:00:00+00,All,141,6297,2977,3237,83
2020/11/01 05:00:00+00,Interlake-Eastern,27,525,124,396,5
2020/11/01 05:00:00+00,Northern,23,238,97,141,0
2020/11/01 05:00:00+00,Prairie Mountain Health,8,640,51,585,4
2020/11/01 05:00:00+00,Southern Health-Santé Sud,28,887,305,567,15
2020/11/01 05:00:00+00,Winnipeg,55,4007,2400,1548,59
2020/11/02 06:00:00+00,All,197,6494,3093,3310,91
2020/11/02 06:00:00+00,Interlake-Eastern,15,540,131,404,5
2020/11/02 06:00:00+00,Northern,15,253,105,148,0
2020/11/02 06:00:00+00,Prairie Mountain Health,5,645,54,587,4
2020/11/02 06:00:00+00,Southern Health-Santé Sud,29,916,319,582,15
2020/11/02 06:00:00+00,Winnipeg,133,4140,2484,1589,67
2020/11/03 06:00:00+00,All,285,6779,3268,3416,95
2020/11/03 06:00:00+00,Interlake-Eastern,9,549,129,415,5
2020/11/03 06:00:00+00,Northern,12,265,92,173,0
2020/11/03 06:00:00+00,Prairie Mountain Health,5,650,54,592,4
2020/11/03 06:00:00+00,Southern Health-Santé Sud,57,973,343,614,16
2020/11/03 06:00:00+00,Winnipeg,202,4342,2650,1622,70
2020/11/04 06:00:00+00,All,449,7228,3633,3495,100
2020/11/04 06:00:00+00,Interlake-Eastern,43,592,170,417,5
2020/11/04 06:00:00+00,Northern,47,312,132,180,0
2020/11/04 06:00:00+00,Prairie Mountain Health,16,666,70,592,4
2020/11/04 06:00:00+00,Southern Health-Santé Sud,70,1043,398,629,16
2020/11/04 06:00:00+00,Winnipeg,273,4615,2863,1677,75
2020/11/05 06:00:00+00,All,227,7455,3706,3641,108
2020/11/05 06:00:00+00,Interlake-Eastern,9,601,174,422,5
2020/11/05 06:00:00+00,Northern,19,331,136,194,1
2020/11/05 06:00:00+00,Prairie Mountain Health,9,675,75,596,4
2020/11/05 06:00:00+00,Southern Health-Santé Sud,67,1110,404,690,16
2020/11/05 06:00:00+00,Winnipeg,123,4738,2917,1739,82
2020/11/06 06:00:00+00,All,314,7769,3926,3726,117
2020/11/06 06:00:00+00,Interlake-Eastern,32,633,193,435,5
2020/11/06 06:00:00+00,Northern,23,354,153,200,1
2020/11/06 06:00:00+00,Prairie Mountain Health,24,699,96,599,4
2020/11/06 06:00:00+00,Southern Health-Santé Sud,51,1161,426,718,17
2020/11/06 06:00:00+00,Winnipeg,184,4922,3058,1774,90
2020/11/07 06:00:00+00,All,450,8219,4301,3799,119
2020/11/07 06:00:00+00,Interlake-Eastern,15,648,202,441,5
2020/11/07 06:00:00+00,Northern,6,360,144,215,1
2020/11/07 06:00:00+00,Prairie Mountain Health,13,712,107,601,4
2020/11/07 06:00:00+00,Southern Health-Santé Sud,86,1247,497,733,17
2020/11/07 06:00:00+00,Winnipeg,330,5252,3351,1809,92
2020/11/08 06:00:00+00,All,343,8562,4544,3891,127
2020/11/08 06:00:00+00,Interlake-Eastern,11,659,201,453,5
2020/11/08 06:00:00+00,Northern,12,372,148,223,1
2020/11/08 06:00:00+00,Prairie Mountain Health,7,719,110,605,4
2020/11/08 06:00:00+00,Southern Health-Santé Sud,91,1338,552,767,19
2020/11/08 06:00:00+00,Winnipeg,222,5474,3533,1843,98
2020/11/09 06:00:00+00,All,344,8906,4735,4039,132
2020/11/09 06:00:00+00,Interlake-Eastern,28,687,225,457,5
2020/11/09 06:00:00+00,Northern,36,408,165,242,1
2020/11/09 06:00:00+00,Prairie Mountain Health,15,734,122,608,4
2020/11/09 06:00:00+00,Southern Health-Santé Sud,79,1417,574,824,19
2020/11/09 06:00:00+00,Winnipeg,186,5660,3649,1908,103
2020/11/10 06:00:00+00,All,508,9414,5093,4178,143
2020/11/10 06:00:00+00,Interlake-Eastern,34,721,243,472,6
2020/11/10 06:00:00+00,Northern,28,436,181,253,2
2020/11/10 06:00:00+00,Prairie Mountain Health,15,749,132,613,4
2020/11/10 06:00:00+00,Southern Health-Santé Sud,119,1536,642,874,20
2020/11/10 06:00:00+00,Winnipeg,312,5972,3895,1966,111
2020/11/11 06:00:00+00,All,434,9848,5381,4315,152
2020/11/11 06:00:00+00,Interlake-Eastern,21,742,255,481,6
2020/11/11 06:00:00+00,Northern,11,447,177,268,2
2020/11/11 06:00:00+00,Prairie Mountain Health,13,762,141,617,4
2020/11/11 06:00:00+00,Southern Health-Santé Sud,108,1644,712,911,21
2020/11/11 06:00:00+00,Winnipeg,281,6253,4096,2038,119
2020/11/12 06:00:00+00,All,409,10257,5627,4472,158
2020/11/12 06:00:00+00,Interlake-Eastern,31,773,279,487,7
2020/11/12 06:00:00+00,Northern,22,469,178,288,3
2020/11/12 06:00:00+00,Prairie Mountain Health,15,777,155,618,4
2020/11/12 06:00:00+00,Southern Health-Santé Sud,93,1737,750,966,21
2020/11/12 06:00:00+00,Winnipeg,248,6501,4265,2113,123
2020/11/13 06:00:00+00,All,369,10626,5804,4657,165
2020/11/13 06:00:00+00,Interlake-Eastern,13,786,281,498,7
2020/11/13 06:00:00+00,Northern,23,492,189,300,3
2020/11/13 06:00:00+00,Prairie Mountain Health,11,788,160,624,4
2020/11/13 06:00:00+00,Southern Health-Santé Sud,66,1803,723,1055,25
2020/11/13 06:00:00+00,Winnipeg,256,6757,4451,2180,126
2020/11/14 06:00:00+00,All,443,11069,6058,4840,171
2020/11/14 06:00:00+00,Interlake-Eastern,24,810,294,509,7
2020/11/14 06:00:00+00,Northern,31,523,194,326,3
2020/11/14 06:00:00+00,Prairie Mountain Health,39,827,196,627,4
2020/11/14 06:00:00+00,Southern Health-Santé Sud,129,1932,817,1088,27
2020/11/14 06:00:00+00,Winnipeg,220,6977,4557,2290,130
2020/11/15 06:00:00+00,All,350,11419,6256,4983,180
2020/11/15 06:00:00+00,Interlake-Eastern,21,831,310,514,7
2020/11/15 06:00:00+00,Northern,33,556,201,352,3
2020/11/15 06:00:00+00,Prairie Mountain Health,9,836,201,631,4
2020/11/15 06:00:00+00,Southern Health-Santé Sud,71,2003,852,1120,31
2020/11/15 06:00:00+00,Winnipeg,216,7193,4692,2366,135
2020/11/16 06:00:00+00,All,306,11725,6387,5150,188
2020/11/16 06:00:00+00,Interlake-Eastern,20,851,318,525,8
2020/11/16 06:00:00+00,Northern,27,583,204,376,3
2020/11/16 06:00:00+00,Prairie Mountain Health,10,846,207,635,4
2020/11/16 06:00:00+00,Southern Health-Santé Sud,110,2113,886,1193,34
2020/11/16 06:00:00+00,Winnipeg,139,7332,4772,2421,139
2020/11/17 06:00:00+00,All,417,12142,6644,5303,195
2020/11/17 06:00:00+00,Interlake-Eastern,16,867,323,534,10
2020/11/17 06:00:00+00,Northern,56,639,247,389,3
2020/11/17 06:00:00+00,Prairie Mountain Health,6,852,206,641,5
2020/11/17 06:00:00+00,Southern Health-Santé Sud,90,2203,910,1257,36
2020/11/17 06:00:00+00,Winnipeg,249,7581,4958,2482,141
2020/11/18 06:00:00+00,All,442,12584,6857,5522,205
2020/11/18 06:00:00+00,Interlake-Eastern,11,878,328,540,10
2020/11/18 06:00:00+00,Northern,39,678,264,410,4
2020/11/18 06:00:00+00,Prairie Mountain Health,10,862,212,643,7
2020/11/18 06:00:00+00,Southern Health-Santé Sud,121,2324,949,1339,36
2020/11/18 06:00:00+00,Winnipeg,261,7842,5104,2590,148
2020/11/19 06:00:00+00,All,431,13015,7047,5755,213
2020/11/19 06:00:00+00,Interlake-Eastern,21,899,335,553,11
2020/11/19 06:00:00+00,Northern,25,703,270,429,4
2020/11/19 06:00:00+00,Prairie Mountain Health,29,891,238,645,8
2020/11/19 06:00:00+00,Southern Health-Santé Sud,121,2445,984,1423,38
2020/11/19 06:00:00+00,Winnipeg,235,8077,5220,2705,152
2020/11/20 06:00:00+00,All,352,13367,7161,5981,225
2020/11/20 06:00:00+00,Interlake-Eastern,28,927,355,561,11
2020/11/20 06:00:00+00,Northern,20,723,277,441,5
2020/11/20 06:00:00+00,Prairie Mountain Health,15,906,248,649,9
2020/11/20 06:00:00+00,Southern Health-Santé Sud,91,2536,970,1525,41
2020/11/20 06:00:00+00,Winnipeg,198,8275,5311,2805,159
2020/11/21 06:00:00+00,All,247,13614,7248,6129,237
2020/11/21 06:00:00+00,Interlake-Eastern,13,940,360,569,11
2020/11/21 06:00:00+00,Northern,28,751,291,455,5
2020/11/21 06:00:00+00,Prairie Mountain Health,11,917,259,649,9
2020/11/21 06:00:00+00,Southern Health-Santé Sud,43,2579,968,1569,42
2020/11/21 06:00:00+00,Winnipeg,152,8427,5370,2887,170
2020/11/22 06:00:00+00,All,593,14207,7610,6354,243
2020/11/22 06:00:00+00,Interlake-Eastern,22,962,375,576,11
2020/11/22 06:00:00+00,Northern,18,769,286,478,5
2020/11/22 06:00:00+00,Prairie Mountain Health,14,931,258,664,9
2020/11/22 06:00:00+00,Southern Health-Santé Sud,124,2703,1024,1635,44
2020/11/22 06:00:00+00,Winnipeg,415,8842,5667,3001,174
2020/11/23 06:00:00+00,All,432,14639,7745,6636,258
2020/11/23 06:00:00+00,Interlake-Eastern,32,994,395,588,11
2020/11/23 06:00:00+00,Northern,46,815,283,525,7
2020/11/23 06:00:00+00,Prairie Mountain Health,29,960,284,666,10
2020/11/23 06:00:00+00,Southern Health-Santé Sud,110,2813,1043,1721,49
2020/11/23 06:00:00+00,Winnipeg,215,9057,5740,3136,181
2020/11/24 06:00:00+00,All,340,14979,7838,6868,273
2020/11/24 06:00:00+00,Interlake-Eastern,18,1012,406,595,11
2020/11/24 06:00:00+00,Northern,19,834,263,564,7
2020/11/24 06:00:00+00,Prairie Mountain Health,11,971,286,675,10
2020/11/24 06:00:00+00,Southern Health-Santé Sud,77,2890,1020,1815,55
2020/11/24 06:00:00+00,Winnipeg,215,9272,5863,3219,190
2020/11/25 06:00:00+00,All,381,15360,7979,7100,281
2020/11/25 06:00:00+00,Interlake-Eastern,26,1038,421,605,12
2020/11/25 06:00:00+00,Northern,27,861,271,583,7
2020/11/25 06:00:00+00,Prairie Mountain Health,14,985,294,681,10
2020/11/25 06:00:00+00,Southern Health-Santé Sud,111,3001,1056,1888,57
2020/11/25 06:00:00+00,Winnipeg,203,9475,5937,3343,195
2020/11/26 06:00:00+00,All,320,15680,8058,7330,292
2020/11/26 06:00:00+00,Interlake-Eastern,13,1051,424,614,13
2020/11/26 06:00:00+00,Northern,36,897,285,605,7
2020/11/26 06:00:00+00,Prairie Mountain Health,13,998,302,685,11
2020/11/26 06:00:00+00,Southern Health-Santé Sud,63,3064,1025,1979,60
2020/11/26 06:00:00+00,Winnipeg,195,9670,6022,3447,201
2020/11/27 06:00:00+00,All,493,16173,8216,7652,305
2020/11/27 06:00:00+00,Interlake-Eastern,20,1071,411,646,14
2020/11/27 06:00:00+00,Northern,35,932,286,639,7
2020/11/27 06:00:00+00,Prairie Mountain Health,16,1014,297,703,14
2020/11/27 06:00:00+00,Southern Health-Santé Sud,108,3172,1070,2040,62
2020/11/27 06:00:00+00,Winnipeg,314,9984,6152,3624,208
2020/11/28 06:00:00+00,All,341,16514,8323,7876,315
2020/11/28 06:00:00+00,Interlake-Eastern,15,1086,420,652,14
2020/11/28 06:00:00+00,Northern,18,950,273,670,7
2020/11/28 06:00:00+00,Prairie Mountain Health,8,1022,293,714,15
2020/11/28 06:00:00+00,Southern Health-Santé Sud,74,3246,1077,2106,63
2020/11/28 06:00:00+00,Winnipeg,226,10210,6260,3734,216
2020/11/29 06:00:00+00,All,353,16867,8390,8151,326
2020/11/29 06:00:00+00,Interlake-Eastern,21,1107,429,664,14
2020/11/29 06:00:00+00,Northern,42,992,303,682,7
2020/11/29 06:00:00+00,Prairie Mountain Health,15,1037,303,718,16
2020/11/29 06:00:00+00,Southern Health-Santé Sud,51,3297,1073,2159,65
2020/11/29 06:00:00+00,Winnipeg,224,10434,6282,3928,224
2020/11/30 06:00:00+00,All,256,17123,8223,8557,343
2020/11/30 06:00:00+00,Interlake-Eastern,14,1121,425,682,14
2020/11/30 06:00:00+00,Northern,21,1013,307,699,7
2020/11/30 06:00:00+00,Prairie Mountain Health,9,1046,296,732,18
2020/11/30 06:00:00+00,Southern Health-Santé Sud,53,3350,1024,2254,72
2020/11/30 06:00:00+00,Winnipeg,159,10593,6171,4190,232
2020/12/01 06:00:00+00,All,292,17415,8283,8774,358
2020/12/01 06:00:00+00,Interlake-Eastern,14,1135,416,705,14
2020/12/01 06:00:00+00,Northern,22,1035,305,723,7
2020/12/01 06:00:00+00,Prairie Mountain Health,9,1055,299,738,18
2020/12/01 06:00:00+00,Southern Health-Santé Sud,24,3374,1014,2287,73
2020/12/01 06:00:00+00,Winnipeg,223,10816,6249,4321,246
2020/12/02 06:00:00+00,All,369,17784,8439,8975,370
2020/12/02 06:00:00+00,Interlake-Eastern,20,1155,421,719,15
2020/12/02 06:00:00+00,Northern,41,1076,328,740,8
2020/12/02 06:00:00+00,Prairie Mountain Health,31,1086,316,750,20
2020/12/02 06:00:00+00,Southern Health-Santé Sud,61,3435,998,2361,76
2020/12/02 06:00:00+00,Winnipeg,216,11032,6376,4405,251
2020/12/03 06:00:00+00,All,322,18106,8464,9259,383
2020/12/03 06:00:00+00,Interlake-Eastern,15,1170,418,736,16
2020/12/03 06:00:00+00,Northern,28,1104,325,771,8
2020/12/03 06:00:00+00,Prairie Mountain Health,19,1105,326,759,20
2020/12/03 06:00:00+00,Southern Health-Santé Sud,50,3485,970,2436,79
2020/12/03 06:00:00+00,Winnipeg,210,11242,6425,4557,260
2020/12/04 06:00:00+00,All,402,18508,8492,9620,396
2020/12/04 06:00:00+00,Interlake-Eastern,35,1205,421,768,16
2020/12/04 06:00:00+00,Northern,33,1137,337,791,9
2020/12/04 06:00:00+00,Prairie Mountain Health,17,1122,333,769,20
2020/12/04 06:00:00+00,Southern Health-Santé Sud,66,3551,974,2496,81
2020/12/04 06:00:00+00,Winnipeg,251,11493,6427,4796,270
2020/12/05 06:00:00+00,All,368,18876,8618,9845,413
2020/12/05 06:00:00+00,Interlake-Eastern,22,1227,435,775,17
2020/12/05 06:00:00+00,Northern,26,1163,331,823,9
2020/12/05 06:00:00+00,Prairie Mountain Health,20,1142,342,779,21
2020/12/05 06:00:00+00,Southern Health-Santé Sud,37,3588,962,2543,83
2020/12/05 06:00:00+00,Winnipeg,263,11756,6548,4925,283
2020/12/06 06:00:00+00,All,272,19148,5146,13576,426
2020/12/06 06:00:00+00,Interlake-Eastern,29,1256,200,1038,18
2020/12/06 06:00:00+00,Northern,28,1191,297,883,11
2020/12/06 06:00:00+00,Prairie Mountain Health,17,1159,147,990,22
2020/12/06 06:00:00+00,Southern Health-Santé Sud,22,3610,540,2985,85
2020/12/06 06:00:00+00,Winnipeg,176,11932,3962,7680,290
2020/12/07 06:00:00+00,All,260,19408,5052,13921,435
2020/12/07 06:00:00+00,Interlake-Eastern,38,1294,220,1056,18
2020/12/07 06:00:00+00,Northern,21,1212,299,902,11
2020/12/07 06:00:00+00,Prairie Mountain Health,26,1185,154,1008,23
2020/12/07 06:00:00+00,Southern Health-Santé Sud,34,3644,514,3044,86
2020/12/07 06:00:00+00,Winnipeg,141,12073,3865,7911,297
2020/12/08 06:00:00+00,All,256,19664,4981,14230,453
2020/12/08 06:00:00+00,Interlake-Eastern,22,1316,222,1076,18
2020/12/08 06:00:00+00,Northern,19,1231,301,919,11
2020/12/08 06:00:00+00,Prairie Mountain Health,15,1200,154,1022,24
2020/12/08 06:00:00+00,Southern Health-Santé Sud,24,3668,502,3078,88
2020/12/08 06:00:00+00,Winnipeg,176,12249,3802,8135,312
2020/12/09 06:00:00+00,All,309,19973,5029,14479,465
2020/12/09 06:00:00+00,Interlake-Eastern,39,1355,245,1092,18
2020/12/09 06:00:00+00,Northern,41,1272,331,930,11
2020/12/09 06:00:00+00,Prairie Mountain Health,12,1212,152,1035,25
2020/12/09 06:00:00+00,Southern Health-Santé Sud,51,3719,506,3122,91
2020/12/09 06:00:00+00,Winnipeg,166,12415,3795,8300,320
2020/12/10 06:00:00+00,All,449,20422,5102,14843,477
2020/12/10 06:00:00+00,Interlake-Eastern,40,1395,258,1118,19
2020/12/10 06:00:00+00,Northern,140,1412,454,947,11
2020/12/10 06:00:00+00,Prairie Mountain Health,34,1246,165,1056,25
2020/12/10 06:00:00+00,Southern Health-Santé Sud,35,3754,481,3181,92
2020/12/10 06:00:00+00,Winnipeg,200,12615,3744,8541,330
2020/12/11 06:00:00+00,All,373,20795,5198,15103,494
2020/12/11 06:00:00+00,Interlake-Eastern,53,1448,290,1138,20
2020/12/11 06:00:00+00,Northern,37,1449,466,972,11
2020/12/11 06:00:00+00,Prairie Mountain Health,28,1274,161,1088,25
2020/12/11 06:00:00+00,Southern Health-Santé Sud,29,3783,473,3217,93
2020/12/11 06:00:00+00,Winnipeg,226,12841,3808,8688,345
2020/12/12 06:00:00+00,All,246,21041,5189,15347,505
2020/12/12 06:00:00+00,Interlake-Eastern,15,1463,275,1168,20
2020/12/12 06:00:00+00,Northern,38,1487,485,989,13
2020/12/12 06:00:00+00,Prairie Mountain Health,13,1287,143,1118,26
2020/12/12 06:00:00+00,Southern Health-Santé Sud,21,3804,475,3236,93
2020/12/12 06:00:00+00,Winnipeg,159,13000,3811,8836,353
2020/12/13 06:00:00+00,All,244,21285,5182,15587,516
2020/12/13 06:00:00+00,Interlake-Eastern,11,1474,268,1186,20
2020/12/13 06:00:00+00,Northern,19,1506,487,1006,13
2020/12/13 06:00:00+00,Prairie Mountain Health,12,1299,146,1126,27
2020/12/13 06:00:00+00,Southern Health-Santé Sud,37,3841,490,3258,93
2020/12/13 06:00:00+00,Winnipeg,165,13165,3791,9011,363
2020/12/14 06:00:00+00,All,260,21545,5086,15929,530
2020/12/14 06:00:00+00,Interlake-Eastern,16,1490,250,1218,22
2020/12/14 06:00:00+00,Northern,53,1559,521,1025,13
2020/12/14 06:00:00+00,Prairie Mountain Health,58,1357,178,1151,28
2020/12/14 06:00:00+00,Southern Health-Santé Sud,20,3861,469,3298,94
2020/12/14 06:00:00+00,Winnipeg,113,13278,3668,9237,373
2020/12/15 06:00:00+00,All,285,21830,5114,16173,543
2020/12/15 06:00:00+00,Interlake-Eastern,24,1514,253,1238,23
2020/12/15 06:00:00+00,Northern,43,1602,544,1045,13
2020/12/15 06:00:00+00,Prairie Mountain Health,30,1387,169,1190,28
2020/12/15 06:00:00+00,Southern Health-Santé Sud,28,3889,458,3336,95
2020/12/15 06:00:00+00,Winnipeg,160,13438,3690,9364,384
2020/12/16 06:00:00+00,All,224,22054,5082,16413,559
2020/12/16 06:00:00+00,Interlake-Eastern,21,1535,254,1256,25
2020/12/16 06:00:00+00,Northern,49,1651,576,1061,14
2020/12/16 06:00:00+00,Prairie Mountain Health,11,1398,150,1220,28
2020/12/16 06:00:00+00,Southern Health-Santé Sud,29,3918,454,3366,98
2020/12/16 06:00:00+00,Winnipeg,114,13552,3648,9510,394
2020/12/17 06:00:00+00,All,348,22402,4820,17010,572
2020/12/17 06:00:00+00,Interlake-Eastern,44,1579,280,1273,26
2020/12/17 06:00:00+00,Northern,91,1742,647,1080,15
